transaction_id,category,amount,hour_of_day,payment_method,decline_code,customer_past_success_rate,is_treated,actually_resolved,is_ambiguous,gt_would_self_resolve,gt_nudge_effectiveness,gt_sleeping_dog,gt_true_root_cause
4e2bd28f-171a-4d8d-a76e-4d1158fc1f43,receivable,212708.75,22,bank_transfer,overdue_no_dispute,0.95,True,False,False,False,0.35,False,
bacbd3fb-d55a-46e7-a61b-3aece657ee44,checkout,213.35,23,netbanking,U69,0.928,False,False,False,False,0.65,False,
5c6f4faa-d81d-4bc6-95b0-4e529ef377f7,receivable,206668.97,2,bank_transfer,overdue_no_dispute,0.894,False,False,False,False,0.35,False,
6e61bd6f-071c-46ec-9aa1-af787d89758f,checkout,12625.0,14,upi,U28,0.927,False,False,False,False,0.55,False,
1385e60a-fded-4094-a03a-b4692858bf8f,checkout,7026.72,15,upi,34,0.726,False,False,False,False,0.0,False,
eefcff0e-5707-463a-9a80-3cda606f6362,receivable,27396.13,9,bank_transfer,overdue_with_dispute_flag,0.706,True,False,False,False,0.35,False,
8b7f10f1-dba3-492a-b1e2-57549cae1974,checkout,13023.86,18,upi,Z9,0.749,True,False,False,False,0.45,False,
8e7a7e2c-5089-4d82-be92-f5b44d90316d,checkout,14915.89,12,card,U69,0.849,False,False,False,False,0.65,False,
3bb2757a-1743-4c38-adc1-27058d16c068,checkout,10543.83,9,upi,Z9,0.634,False,False,False,False,0.45,False,
25839b2f-1f89-4bce-bbe2-f7972ac3bed3,checkout,6245.88,16,upi,Z9,0.859,True,False,False,False,0.45,False,
63d0af46-3304-463b-8602-a71eea219f72,subscription,499.0,1,card,mandate_expired,0.919,True,False,False,False,0.4,False,
22e39089-31b9-4a59-b10d-d8744f581087,receivable,51093.7,16,bank_transfer,overdue_no_dispute,0.943,True,True,False,False,0.35,False,
7840a45f-87bc-4085-afe6-bf9319691653,checkout,2137.72,19,upi,ERR-BNK-0005,0.87,True,False,True,False,0.55,False,BANK_TECHNICAL_ISSUE
8d004bb2-e495-41cd-bef1-e42c689665a9,receivable,113607.94,15,bank_transfer,overdue_no_dispute,0.828,True,False,False,False,0.35,False,
b525c5ca-2bb7-43ba-9c85-9cb71c7271c9,subscription,999.0,14,upi_mandate,mandate_expired,0.903,True,True,False,False,0.4,False,
9b4fb8f3-8875-48c3-b47c-2f8f0289a34f,checkout,6217.94,23,upi,Z9,0.735,True,False,False,False,0.45,False,
87ddd5d2-b164-443f-86a7-0ea1872e3506,checkout,2022.86,7,upi,ERR-BNK-0010,0.713,True,False,True,False,0.45,False,INSUFFICIENT_FUNDS
c8b20c5e-77dc-4434-b7a3-c234fd1476cd,checkout,10923.5,14,upi,U28,0.74,True,False,False,False,0.55,False,
6c274375-0af0-4797-818a-26bfa210ddff,checkout,10557.23,18,card,U28,0.774,False,False,False,False,0.55,False,
c5496e34-b5c4-4b83-8845-1aeb48190696,checkout,10521.93,23,upi,U69,0.962,True,True,False,True,0.65,False,
f97f6060-f1a8-4db0-a2b5-a0033f3699a8,checkout,12077.86,14,card,Z9,0.561,True,True,False,False,0.45,False,
2855bf4d-eb99-41d7-8e2b-dced6103974d,checkout,10512.35,10,upi,U28,0.803,False,False,False,False,0.55,False,
b0e7cb77-0552-4f3e-a6af-d7b6febd9df1,receivable,86138.69,10,bank_transfer,overdue_no_dispute,0.912,True,False,False,False,0.35,False,
5b330e4b-6a6e-4926-a8b6-8a6aed853623,checkout,5525.86,8,upi,U69,0.615,False,False,False,False,0.65,False,
16dede2e-76ba-4f5a-8a36-5988a0f9c221,checkout,6929.88,4,upi,Z9,0.857,True,False,False,False,0.45,False,
fdc9d4be-da4f-4803-a35d-24ad13d85177,checkout,682.59,10,netbanking,Z9,0.884,False,True,False,True,0.45,False,
87759051-a3a8-4801-b69d-c3b14b8520d6,subscription,999.0,0,upi_mandate,mandate_expired,0.651,False,False,False,False,0.4,False,
e0463b4b-2856-4c2c-94c3-a6b9608e8384,checkout,3921.22,10,upi,U69,0.962,False,True,False,True,0.65,False,
9c55b53f-4f15-485e-b734-91686c0ea10b,checkout,4501.03,13,upi,Z9,0.966,True,True,False,False,0.45,False,
467c2598-a93b-4ab8-bf61-fe6681e13480,receivable,152206.52,14,bank_transfer,overdue_no_dispute,0.436,False,False,False,False,0.35,False,
d2d26f53-5643-4bff-9844-55835e0f379d,subscription,499.0,13,upi_mandate,mandate_expired,0.921,True,True,False,False,0.4,False,
0e1249c8-8221-48a4-95ec-1d41d7cc1f68,checkout,10225.2,17,upi,Z9,0.865,True,True,False,True,0.45,False,
d5359453-191c-44f6-afdd-4691de9a748e,checkout,465.13,12,upi,Z9,0.635,True,False,False,False,0.45,False,
250a60ec-6ec2-49a6-83ba-724e319cf07d,checkout,3567.62,11,upi,Z9,0.847,False,False,False,False,0.45,False,
3ff71ce3-2569-4fd4-b47e-9cb162631b07,checkout,1449.76,12,upi,U69,0.698,True,False,False,False,0.65,False,
2010c2f4-72ac-49f3-91d0-def703b2ebaf,checkout,14109.5,19,upi,59,0.615,True,False,False,False,0.0,False,
eec21a2f-72bb-42cc-906b-b03e0b475395,receivable,196025.17,20,bank_transfer,overdue_with_dispute_flag,0.807,True,False,False,False,0.35,False,
c5a40dc7-4048-4165-be2d-a46279563472,checkout,1865.18,13,upi,Z9,0.967,False,False,False,False,0.45,False,
6da94bc7-433a-44bb-8e9e-a16a618af1e4,checkout,14638.53,10,card,U69,0.845,True,True,False,False,0.65,False,
3e60f5a8-2b86-41e1-af50-652041db9bb6,subscription,299.0,18,upi_mandate,mandate_expired,0.658,False,False,False,False,0.4,False,
8aa86700-d3b8-4086-8035-0104b16b69b9,checkout,12586.8,13,upi,U69,0.896,False,False,False,False,0.65,False,
57253a4d-7f5b-43d5-bcc8-78f6497fe5e6,checkout,14909.33,9,upi,Z9,0.987,False,False,False,False,0.45,False,
53bdb322-62ed-42f5-b93d-789658454c4d,subscription,999.0,17,upi_mandate,mandate_expired,0.876,True,True,False,False,0.4,False,
562f81c8-6009-49f1-bc0d-e0550b6db82a,subscription,999.0,6,upi_mandate,mandate_expired,0.866,False,False,False,False,0.4,False,
a6c705f2-da18-41a4-af2f-325ff4092942,checkout,11220.51,19,upi,Z9,0.766,False,False,False,False,0.45,False,
767e7faa-4d04-4b7f-a6c8-010f431b5ff2,checkout,14758.38,2,card,ERR-BNK-0008,0.95,True,False,True,False,0.55,False,BANK_TECHNICAL_ISSUE
ff249cf4-ed30-458d-ad04-5d3b75adaa6c,checkout,2217.3,14,upi,U28,0.781,False,False,False,False,0.55,False,
411d35ff-8373-407b-9494-5895801ddab9,checkout,8720.42,8,card,U69,0.907,False,False,False,False,0.65,True,
cb942455-6e4c-40be-9211-189f85a8cbab,checkout,12394.64,18,netbanking,Z9,0.859,False,False,False,False,0.45,False,
2899945b-785d-4720-90ac-5df0edad7468,checkout,10858.27,15,upi,Z9,0.908,True,False,False,False,0.45,False,
5e4e2e51-aaf7-4ecc-8e31-96ca28fe74dc,checkout,5341.53,23,upi,Z9,0.616,False,False,False,False,0.45,False,
c444dcb4-7909-422f-b938-17ff521a98f6,subscription,499.0,14,card,mandate_expired,0.885,False,False,False,False,0.4,False,
93d6f7ed-5294-464e-bb0d-2334152e5258,receivable,172916.53,8,bank_transfer,overdue_with_dispute_flag,0.831,True,False,False,False,0.35,False,
d55e6075-9295-46bb-9c70-7b39805c1278,receivable,175257.42,6,bank_transfer,overdue_with_dispute_flag,0.855,True,False,False,False,0.35,False,
e240a0e5-fb0d-4312-bb38-675b7cb1f8bb,checkout,8897.85,10,upi,U69,0.818,True,False,False,False,0.65,False,
26ef14a3-1b18-4a3e-b166-b657b39bd9f2,subscription,499.0,11,card,mandate_expired,0.729,False,False,False,False,0.4,False,
9aceb45f-74bd-498d-93b3-2115c7c0aa77,checkout,9623.64,20,upi,U69,0.986,False,False,False,False,0.65,False,
525a65a1-886c-4161-8da0-f316b05fb803,checkout,12676.14,13,upi,Z9,0.931,True,False,False,False,0.45,False,
74e5ff0d-ac5f-4bef-860f-b1c5245cd979,subscription,299.0,14,card,mandate_paused,0.957,False,False,False,False,0.4,False,
ad5476a7-d23f-4dae-9ef7-dfbc217c9825,checkout,3669.33,23,netbanking,34,0.77,True,False,False,False,0.0,False,
41342c24-0ef8-44e8-b7eb-0bc1c2c1bfc4,checkout,13227.94,14,upi,U69,0.845,True,True,False,False,0.65,False,
902cba8b-14fd-4044-b71f-e0e02375cec3,subscription,299.0,13,card,mandate_paused,0.639,True,True,False,False,0.4,False,
703a6ab3-cee7-4ff9-ba2d-df910a8f2c50,subscription,999.0,12,card,mandate_expired,0.904,True,False,False,False,0.4,False,
2b0d12b0-ef94-4880-b60f-badb802a5ede,subscription,999.0,4,upi_mandate,mandate_expired,0.653,False,False,False,False,0.4,False,
72cdbc47-0b8b-4f89-b002-333d47e2b269,subscription,4999.0,13,card,mandate_expired,0.713,False,False,False,False,0.4,False,
cd963381-9c11-4530-a462-3aff8f1575bc,subscription,1499.0,18,card,mandate_expired,0.89,False,False,False,False,0.4,False,
58c389ea-aaf7-4e96-ae7b-3697b51d9d5b,checkout,3415.96,13,upi,Z9,0.76,False,False,False,False,0.45,False,
3e041d09-ff4a-4062-a499-5a810f110ebe,subscription,999.0,11,upi_mandate,mandate_paused,0.965,True,True,False,False,0.4,False,
0d63cae0-50e8-453a-a6bb-6ade58938238,checkout,1129.54,14,upi,ERR-BNK-0010,0.863,True,False,True,False,0.65,False,TIMING_ATTENTION
81a211e1-e08e-4535-92fd-316c4967f4cb,subscription,4999.0,22,upi_mandate,mandate_expired,0.912,True,False,False,False,0.4,False,
1afb1e06-6772-4221-b449-975994d4a614,receivable,174478.35,14,bank_transfer,overdue_no_dispute,0.833,True,False,False,False,0.35,False,
2e810c43-c7e1-4338-8959-26daf1aaf561,checkout,9727.83,21,upi,ERR-BNK-0010,0.771,False,False,True,False,0.65,False,TIMING_ATTENTION
c946f8a5-a5af-4b77-96b6-568024cc70e8,subscription,4999.0,23,card,mandate_expired,0.789,True,False,False,False,0.4,False,
93ff213f-bde6-4605-9a56-0ff4ce9562ff,checkout,11166.98,15,upi,ERR-BNK-0009,0.984,False,False,True,False,0.55,False,BANK_TECHNICAL_ISSUE
5351dae1-2d87-40cc-b827-4f12f52f4834,checkout,6184.07,21,upi,U28,0.908,False,False,False,False,0.55,False,
0186ecf7-790c-44ed-a07c-a1cb397b5774,subscription,4999.0,4,upi_mandate,mandate_expired,0.644,True,True,False,False,0.4,False,
24168d09-b1ba-4305-bbee-6918c5aa10ae,subscription,2499.0,18,upi_mandate,mandate_paused,0.83,True,False,False,False,0.4,False,
b79d5fc7-4c1d-4ce6-81a4-b3b7e9f4c8e2,checkout,10695.44,17,netbanking,U69,0.9,True,False,False,False,0.65,False,
68521b34-9198-4487-807d-76b884a8b7a5,subscription,499.0,9,upi_mandate,ERR-BNK-0008,0.797,True,True,True,False,0.65,False,TIMING_ATTENTION
42e0aee2-a24a-4159-bd19-e45de1c7e899,checkout,1414.26,18,card,ERR-BNK-0005,0.683,True,False,True,False,0.55,False,BANK_TECHNICAL_ISSUE
4ff1682e-0158-4f77-b59f-c715dd2f2296,checkout,6587.28,19,upi,U69,0.71,False,False,False,False,0.65,False,
57ca26d2-d44b-4ad0-880f-3b425d923ffb,checkout,6493.33,13,upi,U69,0.921,True,True,False,False,0.65,False,
4c4bebc2-cc0e-43d5-beac-fa0fa2e5dc28,subscription,4999.0,0,upi_mandate,mandate_expired,0.854,False,False,False,False,0.4,False,
056e2110-7c0c-4edf-9f33-c7c25668921f,checkout,11242.91,2,upi,Z9,0.971,False,False,False,False,0.45,False,
e83d46e0-2570-401e-9cf8-a6beda52c7b6,checkout,2160.6,14,upi,ERR-BNK-0003,0.799,True,False,True,False,0.45,False,INSUFFICIENT_FUNDS
1bd59981-3fe5-4326-9519-40b7182d0eb7,checkout,1256.41,5,upi,U69,0.821,True,True,False,False,0.65,False,
576b0d16-371b-4b88-81c9-242e203a682e,checkout,8447.63,11,netbanking,U69,0.811,False,False,False,False,0.65,False,
f3ebf55b-0223-48d3-89ea-02e78e390678,receivable,5766.12,15,bank_transfer,overdue_no_dispute,0.646,True,False,False,False,0.35,False,
75028aa0-bb51-4a3d-9390-23cb14b63303,checkout,651.44,18,upi,Z9,0.948,True,False,False,False,0.45,False,
7e71666c-ff19-427b-8e97-a696893c86ea,subscription,299.0,22,upi_mandate,mandate_expired,0.652,True,False,False,False,0.4,False,
9b225eab-4748-4cd6-80b7-81d5bc1fb19f,checkout,13131.43,10,upi,U69,0.949,True,True,False,True,0.65,False,
636e1100-6426-42ba-b87e-9fc7f27e61dd,checkout,998.99,19,upi,U69,0.893,False,False,False,False,0.65,False,
0f2fe6b7-5c7b-4bc3-9b33-ccaa5ce1cdd5,checkout,12232.82,11,upi,U69,0.906,True,True,False,True,0.65,False,
c3d597b3-30ee-449a-bc23-de848ad9faab,checkout,11189.35,14,upi,Z9,0.801,False,False,False,False,0.45,False,
ecdd0c7a-3e05-456f-9b22-98346f56837c,checkout,8215.25,3,upi,Z9,0.619,True,False,False,False,0.45,True,
0e3182ac-e9fc-4808-b942-410f6763cc0e,receivable,103373.28,2,bank_transfer,overdue_with_dispute_flag,0.742,True,False,False,False,0.35,False,
3698f063-c860-4e23-806b-931fffa7fa35,checkout,11137.04,1,card,U28,0.858,False,False,False,False,0.55,False,
e7373da7-57c9-4c76-a72b-6dfb810e5cbd,subscription,4999.0,12,upi_mandate,mandate_expired,0.754,True,True,False,False,0.4,False,
b3b1139c-765e-49ea-bba2-664c9017b961,receivable,63053.6,9,bank_transfer,overdue_no_dispute,0.723,True,True,False,False,0.35,False,
d74906eb-d9e5-484d-be46-12f9cbdf6ce4,checkout,10542.16,21,upi,Z9,0.942,False,False,False,False,0.45,False,
e6df408e-bdfd-49b0-bd46-0def581dda84,checkout,8723.56,10,upi,U28,0.656,False,False,False,False,0.55,False,
365b061b-78b5-47e4-91fc-57cee69fb50e,subscription,2499.0,19,upi_mandate,mandate_expired,0.908,True,False,False,False,0.4,False,
db34bb78-6cfb-4594-8dac-72acc83a2d2e,checkout,1978.21,19,upi,59,0.638,True,False,False,False,0.0,False,
daa5271b-62cc-408b-9951-80c27152e1bf,checkout,12987.84,3,upi,Z9,0.96,True,False,False,False,0.45,False,
57fd2cbd-2c69-4110-8440-d9d10a364115,checkout,7744.61,19,upi,U28,0.549,True,True,False,False,0.55,False,
c056f690-b5b1-4d5b-a196-b671df2515e6,checkout,11359.52,20,card,U16,0.922,True,False,False,False,0.0,False,
f3152802-5b98-4b02-8872-bc46005f3877,checkout,1700.59,22,upi,K1,0.839,True,False,False,False,0.0,False,
fb1fcf6e-857a-4fe2-b970-c05c4b75b697,checkout,7949.36,12,upi,Z9,0.861,False,False,False,False,0.45,False,
f0da678e-4229-4d09-b18f-02e0afcb4a02,subscription,2499.0,13,card,mandate_expired,0.746,False,False,False,False,0.4,False,
943b011a-729b-4c6b-ab8e-5e86a5b4b868,subscription,299.0,4,upi_mandate,mandate_expired,0.742,False,False,False,False,0.4,False,
30638815-cbe2-4285-9fb7-6adec05441e7,subscription,999.0,0,card,mandate_expired,0.831,False,False,False,False,0.4,False,
7eafef17-93f1-4c19-9d88-2b709fa81114,subscription,299.0,16,upi_mandate,mandate_expired,0.798,True,True,False,False,0.4,False,
33d597ea-a2a3-43ba-9d7e-ac79aa6917a6,subscription,2499.0,11,card,mandate_paused,0.922,True,True,False,False,0.4,False,
d5614aba-4fe2-4ac5-8f36-9c7e8b1a5620,checkout,8429.51,12,upi,U69,0.945,False,False,False,False,0.65,False,
04b54fd3-8e7e-4889-8303-696fe03919bd,checkout,7396.7,18,card,U28,0.957,True,True,False,False,0.55,False,
190b03f8-7e25-494f-b01c-c948a3bcffd6,subscription,4999.0,13,card,mandate_expired,0.962,True,True,False,False,0.4,False,
c90b8e41-afe7-427a-bf21-a8e9b3882164,checkout,8717.72,16,upi,U28,0.836,True,False,False,False,0.55,False,
bb055802-d0a3-48a9-9c30-9ee70be95b40,checkout,2360.92,14,upi,U69,0.847,True,True,False,True,0.65,False,
0183ce5c-dd6b-4606-89e7-e849675244f9,checkout,8760.56,8,upi,Z9,0.905,True,False,False,False,0.45,False,
a60028ac-bbc1-4074-8ea4-cfb9c96d6367,receivable,156998.7,15,bank_transfer,ERR-BNK-0006,0.843,True,False,True,False,0.55,False,BANK_TECHNICAL_ISSUE
1cf5d4f3-dbda-403d-9d6e-61dcb2b1d947,checkout,693.51,16,upi,59,0.783,True,False,False,False,0.0,False,
651667ba-c74f-4b40-8466-91422637eeb6,subscription,1499.0,13,card,mandate_paused,0.885,False,True,False,True,0.4,False,
740613c9-4ef8-4c14-9f82-95a5ac89286c,checkout,4703.04,16,upi,U16,0.882,False,False,False,False,0.0,False,
d5b227d0-a6be-4d2c-ac65-dbd82eb24f73,subscription,2499.0,19,upi_mandate,mandate_expired,0.955,True,False,False,False,0.4,False,
6e695af0-98ae-4887-874c-d57017d3245e,subscription,299.0,18,card,mandate_expired,0.901,False,False,False,False,0.4,False,
20228c85-701e-4fb8-89c2-2f0441a72ec8,receivable,179976.66,12,bank_transfer,overdue_with_dispute_flag,0.938,True,False,False,False,0.35,False,
f85d01dc-2a96-44ba-9d6d-9cdc215b1a7e,checkout,12271.67,12,card,Z9,0.832,True,True,False,False,0.45,False,
4ed06784-a078-4bfb-a704-e37ee1b1e00b,checkout,122.8,15,card,Z9,0.837,False,False,False,False,0.45,False,
30b8eb55-37e9-4e73-bfc1-5b4c48c24753,receivable,208759.75,12,bank_transfer,ERR-BNK-0009,0.742,True,True,True,False,0.65,False,TIMING_ATTENTION
7b3e1a5e-5d35-49c2-a00e-60acdb922280,checkout,11598.44,4,upi,U69,0.881,True,False,False,False,0.65,True,
3d9ebd6e-c72e-4ea5-9260-23248ea1a39c,checkout,10704.87,23,card,S2,0.782,False,False,False,False,0.0,False,
cb6527e1-a6d4-4992-972f-7d02e21af5e0,receivable,135041.86,9,bank_transfer,overdue_no_dispute,0.962,False,False,False,False,0.35,False,
0e838099-2ec2-41e5-9361-ed2bbe15cdec,subscription,1499.0,5,upi_mandate,mandate_paused,0.717,False,False,False,False,0.4,False,
d3cb2402-d5ee-46ca-93b3-a6dbc1cc49b5,receivable,203029.54,12,bank_transfer,overdue_no_dispute,0.781,True,True,False,False,0.35,False,
b3b7667b-2137-404e-9e9a-b562d85afe78,checkout,11933.25,5,upi,34,0.888,True,False,False,False,0.0,False,
e0f3229d-8bda-423e-a046-588062888fd2,subscription,2499.0,13,upi_mandate,mandate_expired,0.923,False,False,False,False,0.4,False,
e40b9c6b-1e2e-4b5b-b6ce-7421b7146d8f,checkout,14539.88,20,upi,ERR-BNK-0009,0.904,True,True,True,False,0.55,False,BANK_TECHNICAL_ISSUE
5108a7f2-0183-48e8-88ec-74d62c6b232c,checkout,7390.06,15,card,Z9,0.744,False,False,False,False,0.45,False,
a3afa382-5beb-4b62-aea1-1b95253ecc21,checkout,6768.79,17,upi,U28,0.93,True,True,False,True,0.55,False,
5f00b0d9-428a-42dc-a949-59d3fa90061d,checkout,6500.58,13,upi,U28,0.762,True,False,False,False,0.55,False,
e7e91f5a-30d4-4f62-af96-cca4e8a8607f,subscription,499.0,16,upi_mandate,mandate_expired,0.767,False,False,False,False,0.4,False,
062b528a-3c10-44b8-a62d-348d603a0a4e,checkout,13447.35,7,upi,Z9,0.979,True,False,False,False,0.45,False,
4d5bbbe6-cd25-476d-b055-db115a070022,subscription,4999.0,22,card,mandate_paused,0.96,False,False,False,False,0.4,False,
d44ae6f2-7584-422a-b42d-920722c30a0f,checkout,3230.7,14,upi,Z9,0.754,False,False,False,False,0.45,False,
7da8a43f-0875-44b8-a069-21da6e5f18a0,checkout,12040.21,17,upi,Z9,0.968,False,False,False,False,0.45,False,
dbf5ae6a-50bb-40bd-a190-54f644b1cf00,checkout,7520.38,23,upi,Z9,0.964,False,True,False,True,0.45,False,
f9eb2423-043a-4b94-9c05-aa3d882f100e,subscription,299.0,19,upi_mandate,mandate_expired,0.857,True,False,False,False,0.4,False,
d9586959-9c30-4922-9dd2-3c3c7dd66cd1,checkout,6113.42,19,card,U28,0.918,False,False,False,False,0.55,False,
7263391f-2ba9-4ef1-8aa1-26cea541ecaa,checkout,2908.96,16,upi,ERR-BNK-0007,0.811,False,True,True,True,0.55,False,BANK_TECHNICAL_ISSUE
046c21d8-8fd5-4443-97f5-15f53026ecd7,receivable,78355.65,16,bank_transfer,overdue_no_dispute,0.956,True,False,False,False,0.35,False,
0c2966a0-7677-40b7-841f-d089cb5b0b53,checkout,2517.76,9,upi,U16,0.76,True,False,False,False,0.0,False,
ed25bbc2-a0d0-4576-a159-f94a4cd873cd,checkout,133.15,12,netbanking,U69,0.927,False,True,False,True,0.65,False,
d03d3445-6d27-428d-872f-99f48c5bf702,receivable,156040.02,11,bank_transfer,ERR-BNK-0009,0.975,False,False,True,False,0.55,False,BANK_TECHNICAL_ISSUE
5620731a-dff7-4f66-9b5c-67b844a39832,checkout,13064.03,20,upi,U69,0.884,False,False,False,False,0.65,False,
cf196dcc-f235-4025-818e-8c8f8a81b628,checkout,5165.95,9,upi,Z9,0.896,True,False,False,False,0.45,False,
57bb7f53-34bc-4772-a268-22d299e89379,subscription,999.0,16,upi_mandate,mandate_expired,0.915,False,False,False,False,0.4,False,
fd47cead-c578-4d6e-8e81-cfb5e615eb6a,subscription,299.0,13,upi_mandate,mandate_expired,0.82,False,False,False,False,0.4,False,
26b47909-4f76-401a-b3e7-4e1db5240d36,checkout,1968.94,21,upi,Z9,0.8,False,False,False,False,0.45,False,
ad7c1477-8c84-4860-932a-98d63cd349e7,subscription,999.0,14,card,mandate_paused,0.79,False,False,False,False,0.4,False,
9db6832f-386a-4a78-8b0d-d82f9a53bf9f,checkout,6538.62,18,card,U69,0.741,True,True,False,False,0.65,False,
e32d8756-bade-4291-b1cc-2b3234fb9bd6,checkout,4746.73,8,upi,U69,0.697,False,False,False,False,0.65,False,
9bd60fb7-7419-4ba6-b9d8-059ca74f3887,receivable,7074.07,8,bank_transfer,overdue_with_dispute_flag,0.73,False,False,False,False,0.35,False,
19bad326-1197-4d45-bbc3-086447a2d2c2,checkout,3009.31,16,netbanking,ERR-BNK-0009,0.752,True,True,True,False,0.55,False,BANK_TECHNICAL_ISSUE
0c3e292d-5ad0-42ba-9b00-0e90f797a839,checkout,8968.79,10,card,Z9,0.869,True,True,False,False,0.45,False,
85e55975-32fe-4ee0-aaef-28e65a443382,checkout,7480.1,0,card,59,0.919,True,False,False,False,0.0,False,
d0f26016-9ac5-4828-af1f-f1ead1266c20,checkout,14190.98,15,upi,Z9,0.916,False,True,False,True,0.45,False,
152c853b-17ee-4e84-84e6-a76772cc4c6f,receivable,74282.7,16,bank_transfer,overdue_no_dispute,0.868,False,False,False,False,0.35,False,
588e6e4d-2c76-40fe-adb4-fb70ddc2bf66,checkout,284.41,6,upi,Z9,0.896,False,False,False,False,0.45,False,
aeecabee-40b0-4cbc-b329-7d1ef5447bab,checkout,7502.43,19,upi,U69,0.884,True,True,False,True,0.65,False,
48157948-cc79-4c18-a5f9-b99898385ce6,checkout,2223.08,17,card,U69,0.918,False,True,False,True,0.65,False,
7aaa4a60-e2b8-40a7-a5db-7fed66d9c2ef,checkout,6744.02,10,card,U69,0.785,True,True,False,True,0.65,False,
9536b1c0-2598-457d-98ec-0c9405801085,receivable,160084.2,22,bank_transfer,overdue_with_dispute_flag,0.741,False,False,False,False,0.35,False,
f8d4b497-1512-4d06-aec2-0754d794023c,checkout,2887.23,12,card,ERR-BNK-0002,0.959,True,True,True,True,0.65,False,TIMING_ATTENTION
f09488b4-6626-42df-80a1-715788aa2d3e,checkout,7256.44,13,upi,Z9,0.625,False,False,False,False,0.45,False,
d57fb5e6-d2bd-40b5-a71e-23658a8fc166,checkout,9342.3,2,card,Z9,0.86,False,False,False,False,0.45,True,
52c73b63-d6ae-47ac-a0c9-b40fc795d4be,checkout,8798.44,4,card,Z9,0.922,True,False,False,False,0.45,False,
00f8998e-a083-45bc-b51a-4424af1ae3d2,checkout,4403.95,19,upi,U28,0.769,True,True,False,False,0.55,False,
404c2db5-5858-4f69-874a-b15d2b8a1fb9,checkout,9248.14,15,upi,Z9,0.871,True,False,False,False,0.45,False,
e52fd972-48a8-4466-83d9-37bd131648f7,checkout,4592.7,10,upi,U69,0.865,True,True,False,False,0.65,False,
f8e4f975-b34e-4c92-a049-768553ee38be,checkout,8169.15,17,card,Z9,0.928,True,False,False,False,0.45,False,
f2cc813c-a792-46a2-9166-b18a357e2d73,receivable,106093.77,20,bank_transfer,overdue_no_dispute,0.836,True,False,False,False,0.35,False,
51f542fa-ce9f-49dd-a4ab-b2c4f9a2aec5,checkout,2294.85,18,upi,Z9,0.772,False,True,False,True,0.45,False,
567001a6-f583-4f07-b87f-4df6aee846b7,subscription,299.0,16,card,mandate_expired,0.723,False,True,False,True,0.4,False,
5e3419e3-0127-458f-8c8c-04514bb551f2,subscription,999.0,16,upi_mandate,mandate_paused,0.821,True,True,False,False,0.4,False,
5ca213a0-2a3d-478b-8192-46d2982978dd,checkout,11589.63,16,upi,U69,0.873,True,False,False,False,0.65,False,
d86abd0a-a032-4a9a-81c6-91cadf51d5e1,checkout,10637.09,12,upi,U69,0.9,False,True,False,True,0.65,False,
c989a2e7-4676-4691-97bf-bb845f491c76,receivable,191829.82,17,bank_transfer,overdue_no_dispute,0.85,False,False,False,False,0.35,False,
a81103f2-ec65-424e-b649-d63d3f875f62,subscription,499.0,19,card,mandate_expired,0.768,True,True,False,False,0.4,False,
